Game Title,Platform,Genre,Publisher,Release Year,NA Sales (M),EU Sales (M),JP Sales (M),Other Sales (M),Global Sales (M),Rating
Iron Knights: Eclipse,Xbox Series X,Puzzle,EA,2021,3.5,0.9,0.39,2.04,6.83,M
Iron Knights: Chronicles,PC,RPG,Microsoft,2010,2.46,1.93,2.98,2.22,9.59,E10+
Call of Duty,Nintendo Switch,Action,Microsoft,2019,3.08,4.65,1.61,1.62,10.96,E10+
Galactic Lords: Chronicles,PC,Puzzle,Capcom,2018,3.29,2.83,4.08,0.48,10.68,E
Galactic Warriors: Odyssey,PS5,RPG,Nintendo,2014,2.13,3.93,0.95,4.25,11.26,E10+
Dark Legends: Rebirth,Xbox Series X,RPG,Nintendo,2019,4.66,1.61,0.19,0.67,7.13,M
Dark Legends: Ascension,PS4,Puzzle,Nintendo,2010,0.64,2.5,3.31,3.48,9.93,E
Resident Evil Village,PS5,Sports,Microsoft,2014,2.28,3.79,2.19,3.27,11.53,M
Dark Lords: Ascension,PS4,Adventure,Nintendo,2022,2.62,4.28,2.89,3.37,13.16,E10+
Shadow Knights: Eclipse,Xbox One,RPG,Nintendo,2008,2.32,1.21,1.27,2.45,7.25,E
Mystic Lords: Rebirth,PS5,Sports,Sony,2001,1.92,0.63,4.74,1.32,8.61,M
Iron Knights: Rebirth,Xbox One,Strategy,Activision,2020,3.61,3.3,3.42,4.19,14.52,E
Galactic Legends: Eclipse,Xbox One,RPG,Activision,2020,4.7,2.31,2.48,3.23,12.72,AO
Galactic Legends: Chronicles,PC,Sports,Activision,2006,1.83,1.6,0.21,4.3,7.94,E10+
Galactic Knights: Ascension,PS4,Puzzle,Microsoft,2008,3.74,1.13,1.1,1.86,7.83,AO
Mystic Knights: Chronicles,PS4,Puzzle,Microsoft,2007,2.72,3.62,2.63,4.92,13.89,M
Street Fighter VI,PS5,RPG,Sony,2009,2.94,0.66,4.19,3.6,11.39,T
Fortnite,PS5,Puzzle,Capcom,2022,4.62,1.96,1.28,2.35,10.21,AO
Shadow Knights: Odyssey,Xbox One,Action,Microsoft,2007,3.74,1.54,4.93,0.88,11.09,E
Mystic Lords: Chronicles,PS4,Puzzle,Capcom,2004,3.5,4.67,3.21,3.52,14.9,T
Pokemon Scarlet,Xbox Series X,Adventure,Activision,2014,1.09,1.01,3.14,1.72,6.96,AO
Dark Lords: Rebirth,Xbox One,RPG,Sony,2007,3.78,0.44,0.42,4.09,8.73,M
Dark Raiders: Ascension,Xbox Series X,Action,Microsoft,2012,4.33,2.43,2.43,1.5,10.69,AO
Shadow Legends: Odyssey,Xbox One,Puzzle,Activision,2014,3.77,4.0,3.12,2.5,13.39,E10+
Shadow Legends: Eclipse,PS4,RPG,Activision,2002,1.41,1.1,3.59,4.79,10.89,T
Iron Raiders: Chronicles,Xbox Series X,Shooter,Sony,2015,1.56,3.73,3.86,2.53,11.68,E
Shadow Raiders: Chronicles,PS4,Strategy,Activision,2003,0.33,3.68,4.44,1.34,9.79,E10+
Galactic Warriors: Rebirth,Xbox Series X,Shooter,EA,2023,1.28,4.93,1.89,1.03,9.13,E
Mystic Legends: Rebirth,Nintendo Switch,RPG,Microsoft,2017,2.07,4.6,1.5,4.18,12.35,AO
Mystic Legends: Odyssey,Xbox Series X,Adventure,Capcom,2014,4.56,4.12,1.32,2.57,12.57,E
Galactic Lords: Eclipse,PS5,Action,Sony,2009,0.31,3.98,4.21,4.32,12.82,T
Iron Legends: Ascension,PC,RPG,Microsoft,2005,2.14,2.05,0.57,3.51,8.27,E
Iron Raiders: Ascension,PS5,Sports,Activision,2011,4.41,2.56,1.62,0.2,8.79,E10+
Shadow Lords: Odyssey,Xbox Series X,Adventure,Microsoft,2000,0.77,1.72,2.98,1.01,6.48,T
Shadow Raiders: Eclipse,PS4,Adventure,Capcom,2019,0.39,3.0,2.22,0.64,6.25,M
Dark Raiders: Rebirth,PC,Puzzle,EA,2009,0.61,0.22,2.78,2.53,6.14,E
Iron Legends: Rebirth,Nintendo Switch,Adventure,Activision,2009,4.97,2.31,4.1,4.09,15.47,M
Galactic Lords: Ascension,Xbox Series X,Sports,Activision,2016,1.89,0.33,2.13,2.02,6.37,E10+
Elden Ring,Xbox Series X,Shooter,Sony,2016,2.82,4.08,0.21,2.97,10.08,E
Grand Theft Auto V,PS5,Puzzle,Activision,2014,3.12,4.62,4.93,2.85,15.52,M
Shadow Legends: Rebirth,PS5,RPG,Sony,2020,4.9,2.63,0.88,4.47,12.88,E
Shadow Warriors: Ascension,PS4,Action,Microsoft,2019,3.49,0.19,4.18,1.93,9.79,T
Galactic Raiders: Ascension,PS4,RPG,Sony,2014,0.61,3.06,1.43,2.33,7.43,M
Galactic Knights: Eclipse,PS4,Shooter,Activision,2001,3.69,1.57,3.31,0.13,8.7,T
Dark Knights: Odyssey,PS5,Shooter,Microsoft,2002,3.58,1.1,0.75,4.31,9.74,AO
Iron Lords: Eclipse,Xbox Series X,Sports,EA,2018,1.97,4.72,3.76,1.24,11.69,E10+
Galactic Knights: Odyssey,Xbox Series X,Strategy,Activision,2015,4.92,2.15,4.49,2.78,14.34,AO
Mystic Knights: Odyssey,Xbox Series X,Shooter,Activision,2008,0.15,2.67,3.75,3.66,10.23,E10+
Mystic Knights: Eclipse,Nintendo Switch,Action,Microsoft,2000,3.66,2.78,2.29,1.55,10.28,T
Mystic Raiders: Ascension,Xbox One,Shooter,Nintendo,2006,4.63,2.69,4.51,3.63,15.46,M
Galactic Warriors: Ascension,Xbox Series X,Puzzle,Activision,2023,2.12,3.63,2.64,1.81,10.2,E10+
Iron Legends: Eclipse,PS5,Sports,Sony,2003,4.18,4.39,0.88,2.19,11.64,E10+
Mystic Raiders: Odyssey,Xbox Series X,Puzzle,Sony,2013,4.33,0.68,2.72,3.88,11.61,AO
Iron Warriors: Rebirth,Xbox One,Strategy,Capcom,2006,0.71,3.61,2.42,2.26,9.0,E
Mystic Warriors: Odyssey,Xbox One,Sports,Microsoft,2013,2.19,3.71,2.31,1.69,9.9,E
Assassin's Creed Valhalla,PS4,Sports,Capcom,2014,1.18,2.99,4.4,4.41,12.98,M
Mystic Lords: Ascension,PS4,Sports,EA,2002,2.28,3.15,1.74,0.14,7.31,T
Galactic Knights: Rebirth,PC,Adventure,Activision,2007,4.03,3.65,1.3,4.42,13.4,E
Iron Knights: Odyssey,Xbox One,Puzzle,Microsoft,2013,4.65,3.54,3.62,1.67,13.48,E
Dark Warriors: Ascension,Nintendo Switch,Puzzle,Activision,2009,2.01,3.03,0.25,4.15,9.44,E
Iron Lords: Odyssey,Xbox Series X,Strategy,EA,2012,2.04,2.6,4.72,4.03,13.39,M
Shadow Legends: Chronicles,Xbox One,RPG,Capcom,2001,0.96,4.75,3.26,4.46,13.43,M
Mystic Legends: Eclipse,PC,Adventure,Nintendo,2011,4.8,4.26,1.87,3.59,14.52,M
Shadow Warriors: Eclipse,Xbox One,RPG,Nintendo,2013,3.27,2.9,2.32,4.97,13.46,M
Galactic Knights: Chronicles,Nintendo Switch,Action,Activision,2011,4.56,2.43,3.65,3.47,14.11,M
God of War,Xbox One,Puzzle,Capcom,2004,1.07,4.91,1.29,4.82,12.09,E
Minecraft,Xbox Series X,Action,Ubisoft,2002,1.01,3.06,3.49,4.87,12.43,T
The Legend of Zelda,PS4,Shooter,EA,2009,1.35,3.13,0.34,2.25,7.07,E10+
Mystic Lords: Odyssey,Xbox One,Sports,EA,2000,2.99,2.57,1.78,4.2,11.54,M
Dark Legends: Eclipse,PS4,Strategy,Sony,2012,2.21,3.74,3.05,2.54,11.54,E10+
Mystic Warriors: Chronicles,Xbox One,Action,Capcom,2003,4.63,3.42,4.01,4.22,16.28,AO
Mystic Raiders: Chronicles,Xbox Series X,RPG,Activision,2005,1.35,4.61,3.9,4.79,14.65,E
Dark Lords: Chronicles,Xbox One,Action,Ubisoft,2009,3.52,2.91,1.52,2.16,10.11,E
Dark Warriors: Eclipse,Xbox Series X,Puzzle,EA,2011,4.98,2.7,4.45,1.45,13.58,M
Dark Knights: Chronicles,PS5,Adventure,EA,2016,4.16,1.92,1.34,1.36,8.78,T
Dark Warriors: Rebirth,PS5,Shooter,EA,2019,1.97,1.58,1.19,0.74,5.48,AO
Iron Raiders: Odyssey,Nintendo Switch,Strategy,Capcom,2020,2.89,2.99,2.8,4.46,13.14,T
Dark Raiders: Eclipse,PS4,Puzzle,EA,2009,1.64,3.76,0.48,3.02,8.9,E
Shadow Raiders: Odyssey,Xbox One,Strategy,Nintendo,2020,4.42,2.68,0.81,1.41,9.32,AO
Dark Knights: Ascension,Xbox One,Sports,Sony,2022,3.08,4.49,2.11,0.25,9.93,AO
Dark Lords: Eclipse,Nintendo Switch,Action,Microsoft,2016,2.06,0.32,3.8,4.87,11.05,E10+
Super Mario Odyssey,Nintendo Switch,Action,EA,2002,3.38,3.34,4.77,2.42,13.91,E10+
Shadow Warriors: Chronicles,Nintendo Switch,Adventure,Microsoft,2003,4.46,2.3,2.75,2.01,11.52,T
Galactic Legends: Ascension,Xbox Series X,Adventure,Microsoft,2005,2.14,0.47,2.88,1.45,6.94,T
Mystic Knights: Ascension,Xbox One,RPG,Capcom,2007,1.69,0.44,1.56,4.7,8.39,E10+
Among Us,Xbox One,Adventure,Nintendo,2008,2.45,1.39,0.76,3.83,8.43,M
Horizon Forbidden West,Xbox Series X,Adventure,Ubisoft,2009,3.46,2.93,0.63,4.33,11.35,AO
Shadow Raiders: Ascension,PC,Puzzle,Ubisoft,2006,4.15,4.79,4.39,3.32,16.65,AO
Mystic Raiders: Rebirth,PC,Puzzle,Activision,2012,0.25,2.82,3.24,2.26,8.57,AO
The Sims,PS4,Strategy,EA,2011,4.63,2.41,0.82,0.63,8.49,T
Dark Lords: Odyssey,Nintendo Switch,RPG,EA,2009,0.64,3.14,3.38,4.18,11.34,T
Galactic Legends: Rebirth,PS4,Sports,Nintendo,2022,4.28,3.56,2.92,1.74,12.5,T
Galactic Raiders: Eclipse,Xbox Series X,Action,Ubisoft,2011,2.22,4.92,3.31,2.3,12.75,AO
Mystic Lords: Eclipse,PC,Sports,Ubisoft,2014,0.82,3.96,3.55,0.74,9.07,AO
Splatoon 3,Xbox Series X,Adventure,Activision,2011,3.31,4.79,2.78,0.93,11.81,E
Shadow Lords: Rebirth,PS5,Shooter,Activision,2002,3.68,0.95,1.9,4.87,11.4,E10+
Shadow Raiders: Rebirth,Xbox Series X,RPG,Microsoft,2002,3.38,2.08,4.04,0.45,9.95,T
Mystic Warriors: Eclipse,Xbox One,Adventure,Ubisoft,2014,2.87,0.95,0.18,4.34,8.34,E10+
Shadow Lords: Chronicles,Xbox One,Action,Capcom,2007,4.27,0.84,4.77,0.16,10.04,M
Iron Lords: Rebirth,Xbox One,Sports,Activision,2010,4.69,1.84,2.73,3.24,12.5,M
Galactic Warriors: Chronicles,PC,Shooter,Ubisoft,2001,1.46,3.59,4.65,2.31,12.01,M
Iron Legends: Chronicles,Xbox Series X,Adventure,Nintendo,2011,2.65,1.12,1.02,4.88,9.67,T
Shadow Warriors: Odyssey,Nintendo Switch,Shooter,EA,2012,3.98,0.13,4.89,3.05,12.05,M
Shadow Warriors: Rebirth,PS4,Puzzle,EA,2000,2.07,4.03,4.9,3.42,14.42,E
Mystic Knights: Rebirth,PS4,Puzzle,Sony,2017,3.88,2.07,3.74,0.65,10.34,M
Shadow Legends: Ascension,PC,Strategy,Ubisoft,2022,4.6,4.78,4.4,1.59,15.37,E10+
Shadow Knights: Ascension,PS4,Strategy,Microsoft,2008,1.6,1.19,4.39,2.02,9.2,AO
Shadow Lords: Ascension,Xbox One,Puzzle,EA,2003,1.86,0.27,2.72,2.07,6.92,E10+
Halo Infinite,PC,Shooter,Capcom,2008,3.32,1.84,2.61,0.37,8.14,T
Iron Raiders: Rebirth,PS4,RPG,Nintendo,2008,2.32,4.13,3.03,1.01,10.49,AO
Mystic Legends: Chronicles,Xbox Series X,Shooter,Sony,2017,4.36,3.51,1.84,2.14,11.85,T
Cyberpunk 2077,PS5,Adventure,Capcom,2007,3.61,1.96,2.92,1.21,9.7,E
Iron Lords: Chronicles,Xbox Series X,Puzzle,Ubisoft,2004,0.84,1.91,4.83,0.88,8.46,T
Iron Warriors: Eclipse,PC,Shooter,EA,2011,2.02,1.07,2.34,0.29,5.72,E
Dark Raiders: Chronicles,Xbox One,Sports,Ubisoft,2023,3.3,2.78,4.59,0.51,11.18,E10+
Shadow Knights: Rebirth,PC,Puzzle,Ubisoft,2004,2.88,2.34,2.43,3.07,10.72,AO
Iron Warriors: Ascension,Nintendo Switch,Shooter,EA,2004,1.08,4.89,4.89,2.89,13.75,T
Iron Raiders: Eclipse,Xbox Series X,RPG,Activision,2009,1.42,2.23,4.86,4.95,13.46,T
Dark Raiders: Odyssey,PS5,Strategy,Sony,2011,2.78,2.19,0.55,1.93,7.45,E10+
Galactic Raiders: Odyssey,Xbox One,Sports,Microsoft,2006,3.03,2.91,3.87,2.98,12.79,T
Dark Warriors: Chronicles,PS4,Strategy,Ubisoft,2017,4.07,2.47,2.5,2.5,11.54,AO
Iron Knights: Ascension,Xbox One,Sports,Activision,2019,0.16,4.56,0.84,1.31,6.87,E10+
Dark Knights: Rebirth,PC,Action,Nintendo,2003,1.72,2.14,3.04,2.42,9.32,E10+
Animal Crossing,Nintendo Switch,Action,Microsoft,2011,0.66,3.45,3.41,4.58,12.1,T
Dark Warriors: Odyssey,PS4,Puzzle,Microsoft,2006,3.29,1.15,2.53,2.48,9.45,E
Dark Knights: Eclipse,Xbox One,RPG,Ubisoft,2003,0.53,3.85,0.98,3.85,9.21,T
Iron Warriors: Chronicles,PS4,Strategy,Microsoft,2000,2.03,2.34,2.68,4.52,11.57,E
Galactic Lords: Odyssey,Nintendo Switch,Action,EA,2003,0.41,0.56,1.83,4.4,7.2,T
Iron Lords: Ascension,PC,Puzzle,Nintendo,2007,0.46,3.05,1.76,0.18,5.45,E10+
Red Dead Redemption 2,PS5,Sports,Ubisoft,2017,2.23,3.51,0.5,2.18,8.42,M
Mystic Raiders: Eclipse,PS4,Strategy,Sony,2016,3.29,1.23,3.03,1.96,9.51,E
Dark Legends: Chronicles,PS4,Sports,Ubisoft,2007,3.64,2.26,2.63,2.47,11.0,M
Galactic Warriors: Eclipse,PS4,RPG,EA,2019,4.51,4.34,3.84,3.97,16.66,T
Mystic Warriors: Rebirth,PS5,Adventure,Capcom,2021,1.81,3.28,4.61,4.0,13.7,M
Galactic Legends: Odyssey,Xbox One,Adventure,Microsoft,2021,0.83,1.77,0.97,0.39,3.96,E
Shadow Knights: Chronicles,PC,Shooter,Sony,2001,1.16,0.89,2.21,1.09,5.35,AO
Galactic Raiders: Rebirth,Nintendo Switch,Strategy,Capcom,2012,1.77,2.43,4.09,3.03,11.32,M
Iron Warriors: Odyssey,PS5,Puzzle,Capcom,2023,4.73,0.43,0.53,4.8,10.49,T
Iron Legends: Odyssey,Nintendo Switch,Puzzle,Activision,2005,2.26,0.28,4.24,0.73,7.51,M
Galactic Raiders: Chronicles,Xbox Series X,Puzzle,Sony,2018,3.65,2.52,1.13,1.09,8.39,M
Galactic Lords: Rebirth,Xbox One,Action,Nintendo,2009,0.44,0.39,3.2,4.92,8.95,AO
Dark Legends: Odyssey,PC,Sports,Ubisoft,2013,0.99,2.69,2.57,0.43,6.68,T
Mystic Legends: Ascension,Nintendo Switch,Shooter,Activision,2002,3.33,4.51,0.58,4.21,12.63,T
Overwatch,PS5,Sports,Ubisoft,2002,3.28,0.14,4.63,0.67,8.72,M
Mystic Warriors: Ascension,Xbox Series X,Shooter,Nintendo,2007,2.76,2.18,4.65,2.59,12.18,AO
Shadow Lords: Eclipse,Xbox Series X,Action,Sony,2012,4.63,2.84,1.89,0.68,10.04,M
Iron Knights: Eclipse,PS5,Adventure,EA,2007,4.9,1.93,1.55,1.01,9.39,E
Iron Knights: Chronicles,Xbox One,RPG,Nintendo,2004,0.21,4.56,0.93,4.82,10.52,E10+
Call of Duty,Xbox Series X,Sports,Activision,2019,1.77,0.61,3.4,4.98,10.76,M
Galactic Lords: Chronicles,Nintendo Switch,Adventure,EA,2001,2.28,3.89,1.33,4.19,11.69,T
Galactic Warriors: Odyssey,PC,Strategy,Nintendo,2016,4.19,0.36,1.0,4.81,10.36,M
Dark Legends: Rebirth,Xbox Series X,Sports,Capcom,2011,2.39,4.86,3.84,2.01,13.1,M
Dark Legends: Ascension,PS5,Shooter,Ubisoft,2007,1.59,2.63,4.12,3.73,12.07,T
Resident Evil Village,PS4,Strategy,EA,2022,0.38,2.55,2.4,4.78,10.11,E10+
Dark Lords: Ascension,Xbox Series X,Action,Nintendo,2005,1.65,4.5,3.18,3.85,13.18,E10+
Shadow Knights: Eclipse,Nintendo Switch,Shooter,Ubisoft,2012,2.55,2.94,0.13,3.75,9.37,AO
Mystic Lords: Rebirth,PS4,Shooter,Nintendo,2000,4.23,3.78,2.51,2.94,13.46,E10+
Iron Knights: Rebirth,Xbox Series X,Sports,Microsoft,2009,1.12,0.73,0.34,1.65,3.84,E10+
Galactic Legends: Eclipse,Xbox Series X,Action,Activision,2012,4.35,1.26,3.12,3.94,12.67,M
Galactic Legends: Chronicles,PS4,RPG,Sony,2009,3.43,3.61,4.95,1.48,13.47,E10+
Galactic Knights: Ascension,PS5,Sports,Ubisoft,2001,0.37,4.58,3.57,3.33,11.85,E
Mystic Knights: Chronicles,PC,RPG,Sony,2023,4.88,0.63,3.33,3.88,12.72,E10+
Street Fighter VI,PC,Action,EA,2000,1.31,3.45,2.09,2.61,9.46,M
Fortnite,Nintendo Switch,Puzzle,EA,2013,2.49,4.83,4.18,1.46,12.96,E
Shadow Knights: Odyssey,PS4,Adventure,Microsoft,2009,4.69,4.44,3.69,2.01,14.83,M
Mystic Lords: Chronicles,Xbox One,Sports,EA,2014,0.64,2.35,0.94,2.61,6.54,T
Pokemon Scarlet,Nintendo Switch,RPG,Nintendo,2019,1.13,3.76,3.33,0.67,8.89,AO
Dark Lords: Rebirth,Xbox Series X,Puzzle,Capcom,2017,0.14,1.82,1.92,2.0,5.88,M
Dark Raiders: Ascension,Xbox One,Adventure,Capcom,2005,3.9,1.83,1.51,2.52,9.76,M
Shadow Legends: Odyssey,Xbox Series X,Action,Sony,2012,1.52,4.4,4.72,4.32,14.96,T
Shadow Legends: Eclipse,PC,Shooter,Sony,2001,1.62,4.29,4.13,0.64,10.68,T
Iron Raiders: Chronicles,Xbox Series X,RPG,Nintendo,2021,3.33,1.04,0.88,1.8,7.05,AO
Shadow Raiders: Chronicles,Xbox One,Sports,Microsoft,2021,0.18,4.41,0.44,3.19,8.22,AO
Galactic Warriors: Rebirth,PS4,RPG,Capcom,2010,1.15,3.39,3.63,3.37,11.54,E10+
Mystic Legends: Rebirth,PS5,Puzzle,Sony,2007,0.89,3.67,0.38,2.85,7.79,M
Mystic Legends: Odyssey,Nintendo Switch,Adventure,EA,2014,2.63,1.63,2.2,4.17,10.63,E10+
Galactic Lords: Eclipse,PS4,Adventure,Microsoft,2014,1.33,4.17,3.12,3.8,12.42,E
Iron Legends: Ascension,Xbox One,Strategy,EA,2014,2.02,4.84,0.96,1.7,9.52,M
Iron Raiders: Ascension,PC,Adventure,Capcom,2013,2.32,4.17,0.84,0.24,7.57,AO
Shadow Lords: Odyssey,Xbox Series X,Action,Capcom,2016,2.86,2.7,4.42,0.96,10.94,M
Shadow Raiders: Eclipse,PS5,Sports,Sony,2002,2.61,1.45,1.63,4.77,10.46,T
Dark Raiders: Rebirth,Xbox One,Adventure,EA,2017,0.59,1.89,2.11,2.42,7.01,E10+
Iron Legends: Rebirth,Xbox One,Puzzle,Microsoft,2014,0.54,2.41,2.51,3.48,8.94,E10+
Galactic Lords: Ascension,Xbox Series X,Shooter,Sony,2008,2.16,3.39,3.48,1.25,10.28,E10+
Elden Ring,PC,Shooter,EA,2010,0.35,4.21,4.0,3.59,12.15,E
Grand Theft Auto V,PS5,Strategy,Sony,2001,2.03,2.57,2.03,2.27,8.9,M
Shadow Legends: Rebirth,PC,Strategy,Activision,2022,4.49,0.47,2.94,1.36,9.26,T
Shadow Warriors: Ascension,PS5,Action,Ubisoft,2018,4.29,3.23,3.76,2.87,14.15,E
Galactic Raiders: Ascension,Nintendo Switch,Sports,Ubisoft,2005,3.4,0.57,0.78,4.75,9.5,AO
Galactic Knights: Eclipse,Xbox One,Sports,EA,2013,4.87,3.02,2.82,2.05,12.76,E
Dark Knights: Odyssey,PS4,RPG,Sony,2022,4.72,1.88,1.18,3.32,11.1,AO
Iron Lords: Eclipse,Xbox Series X,RPG,Microsoft,2021,0.54,4.25,2.15,3.5,10.44,AO
Galactic Knights: Odyssey,PS5,RPG,Ubisoft,2014,1.92,1.94,0.39,4.98,9.23,AO
Mystic Knights: Odyssey,Xbox One,Action,Capcom,2015,3.45,0.96,0.71,4.54,9.66,E
Mystic Knights: Eclipse,PC,Strategy,Microsoft,2018,4.51,1.8,0.6,0.46,7.37,M
Mystic Raiders: Ascension,PC,RPG,Ubisoft,2001,3.55,4.74,3.03,3.21,14.53,E
Galactic Warriors: Ascension,PC,Puzzle,Activision,2021,2.91,2.53,1.82,3.73,10.99,T
Iron Legends: Eclipse,PC,Adventure,Microsoft,2010,0.53,0.18,1.75,2.87,5.33,E
Mystic Raiders: Odyssey,Xbox One,Puzzle,Ubisoft,2001,0.61,0.14,3.6,0.9,5.25,E10+
Iron Warriors: Rebirth,Nintendo Switch,Action,Ubisoft,2022,2.68,4.9,4.43,2.54,14.55,M
Mystic Warriors: Odyssey,Xbox One,Adventure,Activision,2021,3.37,1.58,4.36,2.66,11.97,E
Assassin's Creed Valhalla,Xbox Series X,Action,Nintendo,2008,2.17,4.61,2.13,2.59,11.5,AO
Mystic Lords: Ascension,PC,Sports,Microsoft,2003,1.88,1.69,2.69,3.19,9.45,M
Galactic Knights: Rebirth,PS5,Shooter,Ubisoft,2005,4.19,4.63,2.08,4.27,15.17,E
Iron Knights: Odyssey,Xbox Series X,Puzzle,Capcom,2002,3.16,0.36,1.45,4.46,9.43,AO
Dark Warriors: Ascension,Xbox One,Puzzle,Nintendo,2011,0.68,3.77,1.49,1.64,7.58,T
Iron Lords: Odyssey,PC,RPG,Sony,2009,4.98,0.47,1.82,2.53,9.8,E10+
Shadow Legends: Chronicles,PS5,Shooter,EA,2001,2.9,3.27,0.14,0.43,6.74,T
Mystic Legends: Eclipse,Xbox Series X,RPG,Ubisoft,2006,1.78,3.36,3.69,2.5,11.33,E
Shadow Warriors: Eclipse,Xbox One,Action,Nintendo,2013,4.94,0.92,4.01,1.85,11.72,T
Galactic Knights: Chronicles,PC,Sports,Sony,2015,4.69,3.32,4.08,3.37,15.46,T
God of War,PS4,Action,Microsoft,2022,4.59,2.11,1.15,0.61,8.46,AO
Minecraft,PS4,Shooter,Capcom,2021,1.04,2.72,2.16,1.15,7.07,E10+
The Legend of Zelda,Nintendo Switch,RPG,Nintendo,2015,1.93,3.49,2.92,2.7,11.04,T
Mystic Lords: Odyssey,Xbox Series X,Sports,EA,2001,2.57,2.26,0.16,1.8,6.79,M
Dark Legends: Eclipse,Xbox One,Shooter,EA,2022,1.04,4.52,2.51,1.32,9.39,E10+
Mystic Warriors: Chronicles,PS4,RPG,EA,2013,3.17,4.59,3.14,1.66,12.56,E
Mystic Raiders: Chronicles,Xbox Series X,Shooter,Sony,2016,3.34,4.75,0.51,1.55,10.15,M
Dark Lords: Chronicles,Nintendo Switch,Action,EA,2021,3.91,2.13,2.01,4.49,12.54,E10+
Dark Warriors: Eclipse,Nintendo Switch,Sports,Sony,2019,1.89,0.42,2.45,2.57,7.33,E
Dark Knights: Chronicles,Xbox Series X,Strategy,Microsoft,2020,0.34,4.72,2.09,4.63,11.78,E
Dark Warriors: Rebirth,PS5,Puzzle,Nintendo,2001,1.57,4.43,3.13,2.02,11.15,M
Iron Raiders: Odyssey,Xbox Series X,Action,Capcom,2017,0.24,3.08,4.94,5.0,13.26,E
Dark Raiders: Eclipse,Xbox One,Adventure,Sony,2021,3.54,3.32,2.69,0.72,10.27,T
Shadow Raiders: Odyssey,PC,Action,Sony,2008,3.33,1.16,1.97,0.46,6.92,E10+
Dark Knights: Ascension,Xbox One,Puzzle,EA,2019,2.68,1.88,2.43,0.29,7.28,E
Dark Lords: Eclipse,PS5,Strategy,Capcom,2009,0.3,1.95,3.29,1.51,7.05,E10+
Super Mario Odyssey,PS4,RPG,Sony,2021,3.78,0.46,0.63,0.48,5.35,AO
Shadow Warriors: Chronicles,PC,Shooter,Sony,2018,4.58,0.87,1.98,0.47,7.9,E
Galactic Legends: Ascension,Xbox Series X,RPG,Nintendo,2023,4.68,3.39,3.38,3.02,14.47,T
Mystic Knights: Ascension,Nintendo Switch,Strategy,Sony,2001,4.39,4.36,2.02,1.11,11.88,E10+
Among Us,PS4,Strategy,Microsoft,2023,1.4,4.25,2.68,1.83,10.16,AO
Horizon Forbidden West,PS5,Strategy,Microsoft,2017,3.94,1.88,3.92,2.45,12.19,M
Shadow Raiders: Ascension,PC,Strategy,Capcom,2018,3.35,1.7,4.84,1.21,11.1,T
Mystic Raiders: Rebirth,Nintendo Switch,Adventure,Sony,2006,3.12,3.79,0.45,3.62,10.98,AO
The Sims,Xbox One,Action,Sony,2017,4.53,2.16,1.77,1.38,9.84,T
Dark Lords: Odyssey,Xbox One,RPG,Ubisoft,2010,1.3,3.29,3.07,3.97,11.63,E
Galactic Legends: Rebirth,Nintendo Switch,Sports,Ubisoft,2022,4.9,1.05,4.86,2.76,13.57,E
Galactic Raiders: Eclipse,PS4,Sports,Microsoft,2014,2.25,0.61,1.69,3.06,7.61,E
Mystic Lords: Eclipse,PS4,RPG,Nintendo,2013,3.04,4.24,0.29,4.58,12.15,E
Splatoon 3,PS4,Adventure,Ubisoft,2012,4.54,1.6,1.49,3.15,10.78,AO
Shadow Lords: Rebirth,PS5,RPG,Microsoft,2008,1.14,3.81,2.91,2.09,9.95,E10+
Shadow Raiders: Rebirth,PS4,Sports,Sony,2013,1.21,3.67,0.26,4.16,9.3,E
Mystic Warriors: Eclipse,Xbox One,Strategy,Microsoft,2000,4.28,3.57,1.26,4.28,13.39,M
Shadow Lords: Chronicles,Nintendo Switch,Sports,Activision,2012,3.46,2.53,1.82,1.87,9.68,AO
Iron Lords: Rebirth,Xbox Series X,Strategy,Nintendo,2015,3.88,1.24,2.37,1.76,9.25,E
Galactic Warriors: Chronicles,PS5,Puzzle,Microsoft,2013,2.79,1.99,3.18,3.34,11.3,T
Iron Legends: Chronicles,PC,Sports,Sony,2018,1.75,0.64,2.14,1.21,5.74,T
Shadow Warriors: Odyssey,Nintendo Switch,Adventure,Microsoft,2022,1.87,3.38,2.45,1.24,8.94,AO
Shadow Warriors: Rebirth,PC,Adventure,EA,2020,4.09,2.74,1.7,2.61,11.14,E
Mystic Knights: Rebirth,Nintendo Switch,Sports,Capcom,2016,2.83,5.0,4.01,3.25,15.09,E
Shadow Legends: Ascension,Nintendo Switch,Shooter,Capcom,2022,4.02,3.54,3.91,3.29,14.76,E10+
Shadow Knights: Ascension,PS4,Sports,Activision,2013,1.38,0.55,2.2,4.57,8.7,AO
Shadow Lords: Ascension,Nintendo Switch,RPG,Microsoft,2007,1.42,0.12,4.24,2.58,8.36,AO
Halo Infinite,Nintendo Switch,Puzzle,Activision,2014,4.82,4.33,0.14,3.62,12.91,M
Iron Raiders: Rebirth,PS4,Puzzle,Capcom,2001,4.56,3.98,0.65,2.12,11.31,T
Mystic Legends: Chronicles,Xbox Series X,RPG,Sony,2017,4.77,1.4,4.82,3.47,14.46,T
Cyberpunk 2077,PC,Adventure,EA,2019,1.63,1.63,0.76,3.39,7.41,M
Iron Lords: Chronicles,PS5,Sports,Ubisoft,2023,2.0,1.19,3.91,0.58,7.68,M
